# Supertokens for Korean (4299 total, sorted by frequency)

뭐 어때 (2 atoms, 0 occurrences)
입에서 나오다 (2 atoms, 0 occurrences)
사고가 나다 (3 atoms, 0 occurrences)
뭐라 해야 (2 atoms, 0 occurrences)
눈을 떼다 (2 atoms, 0 occurrences)
도도 (3 atoms, 0 occurrences)
훨씬 크게 (2 atoms, 0 occurrences)
눈물을 참다 (3 atoms, 0 occurrences)
피가 끓다 (3 atoms, 0 occurrences)
재떨이를 비우다 (2 atoms, 0 occurrences)
관리비를 내다 (3 atoms, 0 occurrences)
속을 태우다 (2 atoms, 0 occurrences)
선배든 후배든 (2 atoms, 0 occurrences)
의견이 맞다 (2 atoms, 0 occurrences)
을까 싶다 (2 atoms, 0 occurrences)
어 주다 (2 atoms, 0 occurrences)
그 어디 (2 atoms, 0 occurrences)
눈에 밟히다 (2 atoms, 0 occurrences)
기억에서 사라지다 (2 atoms, 0 occurrences)
을 적이 없다 (3 atoms, 0 occurrences)
아마도 그래 (2 atoms, 0 occurrences)
말을 놓다 (2 atoms, 0 occurrences)
물건을 되찾다 (2 atoms, 0 occurrences)
내일이든 모레든 (2 atoms, 0 occurrences)
훨씬 천천히 (2 atoms, 0 occurrences)
용서를 구하다 (2 atoms, 0 occurrences)
ㄴ 김에 (2 atoms, 0 occurrences)
효과가 없다 (2 atoms, 0 occurrences)
자세히 말하면 (2 atoms, 0 occurrences)
한시라도 빨리 (2 atoms, 0 occurrences)
에 의해서 (2 atoms, 0 occurrences)
업로드를 하다 (2 atoms, 0 occurrences)
근심이 되다 (2 atoms, 0 occurrences)
에 따라서 (2 atoms, 0 occurrences)
장난을 하다 (2 atoms, 0 occurrences)
불운이 따르다 (2 atoms, 0 occurrences)
화내든 안 내든 (3 atoms, 0 occurrences)
월급을 받다 (2 atoms, 0 occurrences)
이런 방식 (2 atoms, 0 occurrences)
똑같은 것 (2 atoms, 0 occurrences)
토론을 하다 (2 atoms, 0 occurrences)
사랑에 빠지다 (2 atoms, 0 occurrences)
봉투에 넣다 (2 atoms, 0 occurrences)
그래 그거 (2 atoms, 0 occurrences)
생각해보다 (3 atoms, 0 occurrences)
음식을 하다 (2 atoms, 0 occurrences)
정책을 펴다 (2 atoms, 0 occurrences)
n을 /를 위해 (5 atoms, 0 occurrences)
키가 작다 (3 atoms, 0 occurrences)
이것 봐 (2 atoms, 0 occurrences)
을 모양이다 (2 atoms, 0 occurrences)
그런 다음 (2 atoms, 0 occurrences)
시험 준비를 하다 (3 atoms, 0 occurrences)
힘이 빠지다 (2 atoms, 0 occurrences)
지 않는 이상 (3 atoms, 0 occurrences)
시간이 날 때 (3 atoms, 0 occurrences)
힘에 부치다 (2 atoms, 0 occurrences)
형제든 남매든 (2 atoms, 0 occurrences)
읽든 안 읽든 (3 atoms, 0 occurrences)
저런 방식으로 (2 atoms, 0 occurrences)
흉터가 지다 (2 atoms, 0 occurrences)
머리가 좋다 (2 atoms, 0 occurrences)
계약서에 서명하다 (2 atoms, 0 occurrences)
재수가 사납다 (3 atoms, 0 occurrences)
자전거를 배우다 (2 atoms, 0 occurrences)
말라고 하다 (2 atoms, 0 occurrences)
논란을 일으키다 (2 atoms, 0 occurrences)
그다지 안 (2 atoms, 0 occurrences)
가슴이 뭉클하다 (2 atoms, 0 occurrences)
불안하든 안 하든 (3 atoms, 0 occurrences)
시간이 걸리다 (2 atoms, 0 occurrences)
기분이 좋다 (3 atoms, 0 occurrences)
힘이 나다 (2 atoms, 0 occurrences)
그만 말하다 (2 atoms, 0 occurrences)
버릇이 들다 (2 atoms, 0 occurrences)
좋지 뭐 (2 atoms, 0 occurrences)
과 관련해 (2 atoms, 0 occurrences)
한계를 극복하다 (2 atoms, 0 occurrences)
보다 + 싶다 (3 atoms, 0 occurrences)
너희 모두 (2 atoms, 0 occurrences)
당연히 있다 (2 atoms, 0 occurrences)
오다 +보다 (4 atoms, 0 occurrences)
ㄹ 수 없다 (3 atoms, 0 occurrences)
방을 빼다 (2 atoms, 0 occurrences)
추억에 잠기다 (2 atoms, 0 occurrences)
다시 말해서 (2 atoms, 0 occurrences)
답을 쓰다 (2 atoms, 0 occurrences)
머리카락을 뽑다 (2 atoms, 0 occurrences)
그래 좋다 (2 atoms, 0 occurrences)
권리를 포기하다 (2 atoms, 0 occurrences)
혀를 차다 (2 atoms, 0 occurrences)
발이 빠르다 (2 atoms, 0 occurrences)
화장을 하다 (2 atoms, 0 occurrences)
별다른 걸 (2 atoms, 0 occurrences)
안 안 (2 atoms, 0 occurrences)
봉급을 타다 (2 atoms, 0 occurrences)
전혀 아니다 (2 atoms, 0 occurrences)
그것보다 (2 atoms, 0 occurrences)
가슴에 묻다 (2 atoms, 0 occurrences)
저런 상황 (2 atoms, 0 occurrences)
소송을 당하다 (2 atoms, 0 occurrences)
얘기하든 안 하든 (3 atoms, 0 occurrences)
가슴이 두근거리다 (2 atoms, 0 occurrences)
등산을 가다 (2 atoms, 0 occurrences)
착하든 나쁘든 (2 atoms, 0 occurrences)
몇 시 쯤 (4 atoms, 0 occurrences)
기다려보다 (3 atoms, 0 occurrences)
계산을 하다 (3 atoms, 0 occurrences)
논란이 되다 (2 atoms, 0 occurrences)
누구 에게 든 (5 atoms, 0 occurrences)
마음이 있다 (2 atoms, 0 occurrences)
눈을 붙이다 (2 atoms, 0 occurrences)
월급이 깎이다 (2 atoms, 0 occurrences)
눈 밖에 나다 (3 atoms, 0 occurrences)
목소리를 낮추다 (2 atoms, 0 occurrences)
을지는 (2 atoms, 0 occurrences)
입을 막다 (2 atoms, 0 occurrences)
마음이 식다 (2 atoms, 0 occurrences)
ㄴ 이상 (2 atoms, 0 occurrences)
목도리를 두르다 (2 atoms, 0 occurrences)
인기를 얻다 (2 atoms, 0 occurrences)
용서를 받다 (2 atoms, 0 occurrences)
ㄹ까 해서 (2 atoms, 0 occurrences)
기 후에 (3 atoms, 0 occurrences)
휴학을 하다 (2 atoms, 0 occurrences)
말을 하다 (2 atoms, 0 occurrences)
그보다는 (2 atoms, 0 occurrences)
용기를 내다 (2 atoms, 0 occurrences)
타든 안 타든 (3 atoms, 0 occurrences)
지 않다 (2 atoms, 0 occurrences)
그냥 그렇게 (2 atoms, 0 occurrences)
은 듯하다 (2 atoms, 0 occurrences)
술이 깨다 (2 atoms, 0 occurrences)
꿈을 이루다 (2 atoms, 0 occurrences)
결과를 얻다 (2 atoms, 0 occurrences)
농구를 하다 (3 atoms, 0 occurrences)
독립을 하다 (2 atoms, 0 occurrences)
손이 많이 가다 (3 atoms, 0 occurrences)
게 되다 (2 atoms, 0 occurrences)
훨씬 나쁘게 (2 atoms, 0 occurrences)
배를 채우다 (2 atoms, 0 occurrences)
전화가 안 되다 (3 atoms, 0 occurrences)
비슷한 건 (2 atoms, 0 occurrences)
은지는 (2 atoms, 0 occurrences)
코를 잡다 (2 atoms, 0 occurrences)
일을 저지르다 (2 atoms, 0 occurrences)
어떤 방법으로 (2 atoms, 0 occurrences)
상처가 아물다 (2 atoms, 0 occurrences)
동거를 하다 (2 atoms, 0 occurrences)
맑든 흐리든 (2 atoms, 0 occurrences)
때에 따라서 (2 atoms, 0 occurrences)
학교를 그만두다 (2 atoms, 0 occurrences)
길을 닦다 (2 atoms, 0 occurrences)
마음이 편하다 (2 atoms, 0 occurrences)
뜨겁든 차든 (2 atoms, 0 occurrences)
건 건 (2 atoms, 0 occurrences)
그런데도 불구하고 (2 atoms, 0 occurrences)
정신 줄 잡다 (3 atoms, 0 occurrences)
-(으) ㄹ 수 있다 (8 atoms, 0 occurrences)
크든 작든 (2 atoms, 0 occurrences)
마음의 상처를 주다 (3 atoms, 0 occurrences)
을 테야 (2 atoms, 0 occurrences)
배가 아프다 (3 atoms, 0 occurrences)
문제를 삼다 (3 atoms, 0 occurrences)
가든 안 가든 (3 atoms, 0 occurrences)
속이 풀리다 (2 atoms, 0 occurrences)
정신 연령이 낮다 (3 atoms, 0 occurrences)
손목을 다치다 (2 atoms, 0 occurrences)
그런 놈 (2 atoms, 0 occurrences)
직장을 옮기다 (2 atoms, 0 occurrences)
뽀뽀를 하다 (2 atoms, 0 occurrences)
아무것도 안 (2 atoms, 0 occurrences)
가지고 오다 (2 atoms, 0 occurrences)
해야 되다 (2 atoms, 0 occurrences)
그런 느낌 (2 atoms, 0 occurrences)
-(으) ㄹ걸 (6 atoms, 0 occurrences)
의무를 지다 (3 atoms, 0 occurrences)
압박을 받다 (3 atoms, 0 occurrences)
그만 하다 (2 atoms, 0 occurrences)
속이 뒤집히다 (2 atoms, 0 occurrences)
수영을 배우다 (2 atoms, 0 occurrences)
똑같은 걸 (2 atoms, 0 occurrences)
자든 깨든 (2 atoms, 0 occurrences)
싸인을 하다 (3 atoms, 0 occurrences)
버릇을 고치다 (2 atoms, 0 occurrences)
짜증을 부리다 (2 atoms, 0 occurrences)
코를 빠뜨리다 (2 atoms, 0 occurrences)
는 한편 (2 atoms, 0 occurrences)
코가 납작해지다 (2 atoms, 0 occurrences)
어느 건 (2 atoms, 0 occurrences)
운동을 하다 (2 atoms, 0 occurrences)
다른 방법 (2 atoms, 0 occurrences)
찬스를 놓치다 (2 atoms, 0 occurrences)
게임을 시작하다 (3 atoms, 0 occurrences)
누구 한테나 (4 atoms, 0 occurrences)
다른 식 (2 atoms, 0 occurrences)
음식을 만들다 (2 atoms, 0 occurrences)
다리를 뻗다 (2 atoms, 0 occurrences)
책을 넘기다 (2 atoms, 0 occurrences)
데이트를 하다 (2 atoms, 0 occurrences)
어느 것보다도 (2 atoms, 0 occurrences)
그럴 수도 있다 (3 atoms, 0 occurrences)
콘서트에 가다 (2 atoms, 0 occurrences)
목소리를 높이다 (2 atoms, 0 occurrences)
을 뻔했다 (2 atoms, 0 occurrences)
와 관련하여 (2 atoms, 0 occurrences)
목숨을 걸다 (2 atoms, 0 occurrences)
보라고 하다 (2 atoms, 0 occurrences)
눈에 익다 (2 atoms, 0 occurrences)
물건을 팔다 (2 atoms, 0 occurrences)
귀가 어둡다 (3 atoms, 0 occurrences)
집을 사다 (2 atoms, 0 occurrences)
험담을 하다 (3 atoms, 0 occurrences)
관심을 받다 (2 atoms, 0 occurrences)
훨씬 적게 (2 atoms, 0 occurrences)
야단을 맞다 (3 atoms, 0 occurrences)
위든 아래든 (2 atoms, 0 occurrences)
로그인을 하다 (3 atoms, 0 occurrences)
에 관해서 (2 atoms, 0 occurrences)
여행을 다녀오다 (2 atoms, 0 occurrences)
여러 차례 (2 atoms, 0 occurrences)
기름을 넣다 (2 atoms, 0 occurrences)
내가 어떻게 알다 (3 atoms, 0 occurrences)
품에 안기다 (2 atoms, 0 occurrences)
판단을 내리다 (3 atoms, 0 occurrences)
회원가입을 하다 (2 atoms, 0 occurrences)
할 일이 있다 (3 atoms, 0 occurrences)
v-아 / 어보다 (9 atoms, 0 occurrences)
가슴이 철렁하다 (2 atoms, 0 occurrences)
그래 그렇지 (2 atoms, 0 occurrences)
판단이 서다 (2 atoms, 0 occurrences)
바로 여기에 (2 atoms, 0 occurrences)
예를 들자면 (2 atoms, 0 occurrences)
부동산을 사다 (2 atoms, 0 occurrences)
자립심을 기르다 (2 atoms, 0 occurrences)
그 무엇 (2 atoms, 0 occurrences)
압력을 받다 (2 atoms, 0 occurrences)
짐을 풀다 (2 atoms, 0 occurrences)
오든 말든 (2 atoms, 0 occurrences)
물을 먹다 (3 atoms, 0 occurrences)
머리를 긁다 (2 atoms, 0 occurrences)
차를 고치다 (2 atoms, 0 occurrences)
잔을 부딪치다 (2 atoms, 0 occurrences)
돈이 많다 (2 atoms, 0 occurrences)
ㄹ 줄 알다 (3 atoms, 0 occurrences)
마음이 통하다 (2 atoms, 0 occurrences)
이메일을 쓰다 (2 atoms, 0 occurrences)
향수를 뿌리다 (2 atoms, 0 occurrences)
힘을 합치다 (3 atoms, 0 occurrences)
몇 번지 (2 atoms, 0 occurrences)
있는 것 (2 atoms, 0 occurrences)
실수를 하다 (2 atoms, 0 occurrences)
시비를 걸다 (2 atoms, 0 occurrences)
ㄹ 대로 (2 atoms, 0 occurrences)
ㄴ 모양이다 (2 atoms, 0 occurrences)
생각이 나다 (2 atoms, 0 occurrences)
가야 하다 (2 atoms, 0 occurrences)
는 한 (2 atoms, 0 occurrences)
고민을 하다 (3 atoms, 0 occurrences)
포부를 펼치다 (3 atoms, 0 occurrences)
뒤에는 (3 atoms, 0 occurrences)
승진을 하다 (2 atoms, 0 occurrences)
n이 /가 필요하다 (5 atoms, 0 occurrences)
정이 깊다 (2 atoms, 0 occurrences)
는 통에 (2 atoms, 0 occurrences)
나이가 들다 (2 atoms, 0 occurrences)
목숨을 잃다 (2 atoms, 0 occurrences)
미소를 짓다 (3 atoms, 0 occurrences)
다운로드를 하다 (2 atoms, 0 occurrences)
다른 것 (2 atoms, 0 occurrences)
학생이든 직장인이든 (2 atoms, 0 occurrences)
수업을 빼먹다 (2 atoms, 0 occurrences)
뿐만 아니라 (2 atoms, 0 occurrences)
필요에 따라 (2 atoms, 0 occurrences)
물건을 놓다 (2 atoms, 0 occurrences)
다른 시간 (2 atoms, 0 occurrences)
일을 치르다 (2 atoms, 0 occurrences)
말을 꺼내다 (2 atoms, 0 occurrences)
유혹에 빠지다 (2 atoms, 0 occurrences)
이름을 말하다 (2 atoms, 0 occurrences)
악수를 하다 (3 atoms, 0 occurrences)
마음을 먹다 (2 atoms, 0 occurrences)
말이 되다 (2 atoms, 0 occurrences)
도전 정신을 발휘하다 (3 atoms, 0 occurrences)
이민을 가다 (2 atoms, 0 occurrences)
효과를보다 (3 atoms, 0 occurrences)
위로를 받다 (2 atoms, 0 occurrences)
귀를 의심하다 (2 atoms, 0 occurrences)
고백을 하다 (2 atoms, 0 occurrences)
고개를 갸우뚱하다 (3 atoms, 0 occurrences)
길이 막히다 (2 atoms, 0 occurrences)
못 알아차리다 (2 atoms, 0 occurrences)
답을 맞히다 (2 atoms, 0 occurrences)
마음에 안 들다 (3 atoms, 0 occurrences)
두 손 들다 (3 atoms, 0 occurrences)
통장을 정리하다 (2 atoms, 0 occurrences)
손을 잡다 (2 atoms, 0 occurrences)
피해를보다 (3 atoms, 0 occurrences)
설령 그렇다 해도 (3 atoms, 0 occurrences)
든 든 (2 atoms, 0 occurrences)
저기보다 (3 atoms, 0 occurrences)
두 번 더 (3 atoms, 0 occurrences)
고는 하다 (2 atoms, 0 occurrences)
취업 준비를 하다 (3 atoms, 0 occurrences)
같은 방법 (2 atoms, 0 occurrences)
같은 식 (2 atoms, 0 occurrences)
기도 하다 (2 atoms, 0 occurrences)
인가를 내다 (2 atoms, 0 occurrences)
산을 타다 (2 atoms, 0 occurrences)
못 먹다 (2 atoms, 0 occurrences)
어떤 방식으로 (2 atoms, 0 occurrences)
워 워 (2 atoms, 0 occurrences)
칭찬을 받다 (2 atoms, 0 occurrences)
회사를 매각하다 (2 atoms, 0 occurrences)
어느 곳을 (2 atoms, 0 occurrences)
두 마디로 (2 atoms, 0 occurrences)
줄 아는 (2 atoms, 0 occurrences)
숟가락을 놓다 (2 atoms, 0 occurrences)
얼마나 작게 (2 atoms, 0 occurrences)
충동을 참다 (3 atoms, 0 occurrences)
찬성표를 던지다 (2 atoms, 0 occurrences)
아 두다 (2 atoms, 0 occurrences)
원하든 원하지 않든 (3 atoms, 0 occurrences)
ㄴ 편이다 (2 atoms, 0 occurrences)
믿음을 얻다 (2 atoms, 0 occurrences)
을까 해서 (2 atoms, 0 occurrences)
월급을 타다 (2 atoms, 0 occurrences)
팔짱을 끼다 (2 atoms, 0 occurrences)
아무 말도 하지 않다 (4 atoms, 0 occurrences)
문턱이 높다 (2 atoms, 0 occurrences)
몸을 떨다 (2 atoms, 0 occurrences)
삼수를 하다 (3 atoms, 0 occurrences)
선고를 받다 (2 atoms, 0 occurrences)
고개를 돌리다 (3 atoms, 0 occurrences)
서류를 작성하다 (3 atoms, 0 occurrences)
와같이 (3 atoms, 0 occurrences)
자유를 잃다 (2 atoms, 0 occurrences)
다툼을 벌이다 (2 atoms, 0 occurrences)
전화를 걸다 (2 atoms, 0 occurrences)
차를 사다 (2 atoms, 0 occurrences)
하지 말라고 하다 (3 atoms, 0 occurrences)
앞이 안 보이다 (3 atoms, 0 occurrences)
와 함께 (2 atoms, 0 occurrences)
아이를 낳다 (2 atoms, 0 occurrences)
또 한 가지 (3 atoms, 0 occurrences)
잘못을 인정하다 (2 atoms, 0 occurrences)
마음이 끌리다 (2 atoms, 0 occurrences)
앉든 서든 (2 atoms, 0 occurrences)
조기퇴직을 하다 (2 atoms, 0 occurrences)
운이 따르다 (2 atoms, 0 occurrences)
안개가 끼다 (2 atoms, 0 occurrences)
얼마 안 있어 (3 atoms, 0 occurrences)
내가 모를 줄 (3 atoms, 0 occurrences)
축구를 하다 (3 atoms, 0 occurrences)
글을 읽다 (2 atoms, 0 occurrences)
빚에 시달리다 (2 atoms, 0 occurrences)
더 가끔 (2 atoms, 0 occurrences)
흉터가 남다 (3 atoms, 0 occurrences)
면 고 (2 atoms, 0 occurrences)
유혹을 물리치다 (2 atoms, 0 occurrences)
불을 밝히다 (2 atoms, 0 occurrences)
언니든 동생이든 (2 atoms, 0 occurrences)
이런 건 (2 atoms, 0 occurrences)
119에 신고하다 (2 atoms, 0 occurrences)
육아를 하다 (2 atoms, 0 occurrences)
전혀 안 (2 atoms, 0 occurrences)
약간 많이 (2 atoms, 0 occurrences)
어느 것보다 (3 atoms, 0 occurrences)
그렇게 되면 (2 atoms, 0 occurrences)
술을 붓다 (2 atoms, 0 occurrences)
투표를 하다 (2 atoms, 0 occurrences)
목도리를 하다 (2 atoms, 0 occurrences)
물건을 전하다 (2 atoms, 0 occurrences)
휴직을 하다 (2 atoms, 0 occurrences)
사고를 내다 (2 atoms, 0 occurrences)
과태료를 물다 (2 atoms, 0 occurrences)
뒤를 쫓다 (2 atoms, 0 occurrences)
영향력을 행사하다 (2 atoms, 0 occurrences)
주사를 놓다 (3 atoms, 0 occurrences)
다른 마음 (2 atoms, 0 occurrences)
속을 알다 (2 atoms, 0 occurrences)
선거를 치르다 (2 atoms, 0 occurrences)
흑자를 내다 (3 atoms, 0 occurrences)
쇼핑을 하다 (2 atoms, 0 occurrences)
같은 시간 (2 atoms, 0 occurrences)
시간을 보내다 (2 atoms, 0 occurrences)
사과를 받다 (2 atoms, 0 occurrences)
속이 시원하다 (2 atoms, 0 occurrences)
전체적으로 보면 (2 atoms, 0 occurrences)
만나든 안 만나든 (3 atoms, 0 occurrences)
을 테니까 (2 atoms, 0 occurrences)
약간 더 (2 atoms, 0 occurrences)
맛있든 맛없든 (2 atoms, 0 occurrences)
구름이 끼다 (2 atoms, 0 occurrences)
입에 맞다 (2 atoms, 0 occurrences)
문제를 풀다 (2 atoms, 0 occurrences)
손해를보다 (3 atoms, 0 occurrences)
애인이든 친구든 (2 atoms, 0 occurrences)
욕심이 없다 (2 atoms, 0 occurrences)
처음에는 (3 atoms, 0 occurrences)
사기를 치다 (3 atoms, 0 occurrences)
눈이 낮다 (2 atoms, 0 occurrences)
화를 참다 (2 atoms, 0 occurrences)
너 자신 (2 atoms, 0 occurrences)
이런 방법 (2 atoms, 0 occurrences)
인터넷을 하다 (2 atoms, 0 occurrences)
결혼을 하다 (2 atoms, 0 occurrences)
일이 안 되다 (3 atoms, 0 occurrences)
이런 식 (2 atoms, 0 occurrences)
아 젠장 (2 atoms, 0 occurrences)
걱정이 되다 (2 atoms, 0 occurrences)
은행에 가다 (2 atoms, 0 occurrences)
옷을 걸치다 (2 atoms, 0 occurrences)
물을 끓이다 (3 atoms, 0 occurrences)
물을 따르다 (3 atoms, 0 occurrences)
격려를 하다 (2 atoms, 0 occurrences)
책을 돌려주다 (2 atoms, 0 occurrences)
물의를 일으키다 (3 atoms, 0 occurrences)
인사를 받다 (3 atoms, 0 occurrences)
비가 내리다 (2 atoms, 0 occurrences)
게임을 끝내다 (3 atoms, 0 occurrences)
신청서를 내다 (3 atoms, 0 occurrences)
성적이 떨어지다 (2 atoms, 0 occurrences)
는 것 같다 (3 atoms, 0 occurrences)
위험에 빠지다 (3 atoms, 0 occurrences)
의견을 나누다 (2 atoms, 0 occurrences)
도처에서 (2 atoms, 0 occurrences)
주파수를 맞추다 (2 atoms, 0 occurrences)
마음이 놓이다 (2 atoms, 0 occurrences)
소개팅을 하다 (2 atoms, 0 occurrences)
저럴 때 (2 atoms, 0 occurrences)
성이 나다 (3 atoms, 0 occurrences)
하품을 하다 (2 atoms, 0 occurrences)
기분을 맞추다 (3 atoms, 0 occurrences)
구조조정을 하다 (2 atoms, 0 occurrences)
앞이든 뒤든 (2 atoms, 0 occurrences)
고소를 하다 (3 atoms, 0 occurrences)
술잔을 비우다 (2 atoms, 0 occurrences)
을 수 없다 (3 atoms, 0 occurrences)
노력을 하다 (2 atoms, 0 occurrences)
대답을 하다 (2 atoms, 0 occurrences)
육감이 발동하다 (2 atoms, 0 occurrences)
말을 붙이다 (2 atoms, 0 occurrences)
숨이 차다 (2 atoms, 0 occurrences)
주목을 받다 (2 atoms, 0 occurrences)
ㄹ 때 (2 atoms, 0 occurrences)
땅을 사다 (2 atoms, 0 occurrences)
은 바람에 (2 atoms, 0 occurrences)
을 뿐이다 (2 atoms, 0 occurrences)
봐 봐 (2 atoms, 0 occurrences)
생각에 잠기다 (2 atoms, 0 occurrences)
어떤 건 (2 atoms, 0 occurrences)
유명세를 타다 (3 atoms, 0 occurrences)
낙선을 하다 (2 atoms, 0 occurrences)
죄를 뉘우치다 (2 atoms, 0 occurrences)
정이 식다 (2 atoms, 0 occurrences)
가슴이 아프다 (2 atoms, 0 occurrences)
비자를 신청하다 (3 atoms, 0 occurrences)
텔레비전을 켜다 (2 atoms, 0 occurrences)
몇 번 쯤 (4 atoms, 0 occurrences)
귀에 거슬리다 (2 atoms, 0 occurrences)
세 마디로 (2 atoms, 0 occurrences)
그런 아이 (2 atoms, 0 occurrences)
목이 메다 (2 atoms, 0 occurrences)
선택의 기로에 서다 (3 atoms, 0 occurrences)
별이 뜨다 (2 atoms, 0 occurrences)
마음을 닫다 (2 atoms, 0 occurrences)
책을 읽다 (2 atoms, 0 occurrences)
이 아니고 (2 atoms, 0 occurrences)
신청서를 쓰다 (3 atoms, 0 occurrences)
깨끗하든 더럽든 (2 atoms, 0 occurrences)
자세하게 보면 (2 atoms, 0 occurrences)
간략히 말하면 (2 atoms, 0 occurrences)
뒤에 (2 atoms, 0 occurrences)
물건을 싸다 (2 atoms, 0 occurrences)
즉석에서 (2 atoms, 0 occurrences)
아 오다 (2 atoms, 0 occurrences)
회사가 망하다 (2 atoms, 0 occurrences)
염려가 되다 (2 atoms, 0 occurrences)
여행을 준비하다 (2 atoms, 0 occurrences)
컴퓨터를 끄다 (3 atoms, 0 occurrences)
비행기를 타다 (2 atoms, 0 occurrences)
이런 것 (2 atoms, 0 occurrences)
발표를 하다 (2 atoms, 0 occurrences)
하지 말다 (2 atoms, 0 occurrences)
회사를 운영하다 (2 atoms, 0 occurrences)
같은 마음 (2 atoms, 0 occurrences)
가방을 메다 (2 atoms, 0 occurrences)
쉴 틈 없이 (3 atoms, 0 occurrences)
간단히 말하면 (2 atoms, 0 occurrences)
참고 있다 (2 atoms, 0 occurrences)
의지를 하다 (3 atoms, 0 occurrences)
예절을 지키다 (2 atoms, 0 occurrences)
텔레비전을 끄다 (2 atoms, 0 occurrences)
기 좋다 (2 atoms, 0 occurrences)
약을 먹다 (3 atoms, 0 occurrences)
기저귀를 갈다 (2 atoms, 0 occurrences)
물건을 꺼내다 (2 atoms, 0 occurrences)
배를 잡고 웃다 (3 atoms, 0 occurrences)
기는 하지만 (2 atoms, 0 occurrences)
고개를 들다 (3 atoms, 0 occurrences)
공부를 시작하다 (2 atoms, 0 occurrences)
젓가락을 들다 (2 atoms, 0 occurrences)
아 있다 (2 atoms, 0 occurrences)
위안을 얻다 (2 atoms, 0 occurrences)
값을 치르다 (2 atoms, 0 occurrences)
재채기가 나다 (2 atoms, 0 occurrences)
간단하든 복잡하든 (2 atoms, 0 occurrences)
어제든 오늘이든 (2 atoms, 0 occurrences)
밖에도 (3 atoms, 0 occurrences)
기 위해서 (2 atoms, 0 occurrences)
성을 내다 (3 atoms, 0 occurrences)
버릇을 들이다 (2 atoms, 0 occurrences)
그것이 아니다 (2 atoms, 0 occurrences)
달리 보면 (2 atoms, 0 occurrences)
은 모양이다 (2 atoms, 0 occurrences)
ㄴ 반면에 (2 atoms, 0 occurrences)
도처에 (2 atoms, 0 occurrences)
아야 겠 다 (5 atoms, 0 occurrences)
감기가 들다 (3 atoms, 0 occurrences)
더 길게 (2 atoms, 0 occurrences)
는 김에 (2 atoms, 0 occurrences)
부도가 나다 (2 atoms, 0 occurrences)
에 불과하다 (2 atoms, 0 occurrences)
ㄴ 듯하다 (2 atoms, 0 occurrences)
이 아니면 (2 atoms, 0 occurrences)
등을 돌리다 (3 atoms, 0 occurrences)
설령 더라도 (2 atoms, 0 occurrences)
건물을 사다 (3 atoms, 0 occurrences)
아파트를 사다 (3 atoms, 0 occurrences)
좀보다 (3 atoms, 0 occurrences)
그런 일 (2 atoms, 0 occurrences)
그런 때 (2 atoms, 0 occurrences)
애를 태우다 (2 atoms, 0 occurrences)
똑똑하든 멍청하든 (2 atoms, 0 occurrences)
눈을 피하다 (2 atoms, 0 occurrences)
이리 주다 (2 atoms, 0 occurrences)
더 짧게 (2 atoms, 0 occurrences)
왜 그럴까 (2 atoms, 0 occurrences)
형을 받다 (2 atoms, 0 occurrences)
머리를 빗다 (2 atoms, 0 occurrences)
간추려 말하면 (2 atoms, 0 occurrences)
꿈을 꾸다 (2 atoms, 0 occurrences)
분이 풀리다 (2 atoms, 0 occurrences)
될 일이 아니다 (3 atoms, 0 occurrences)
연기를 내뿜다 (3 atoms, 0 occurrences)
이륙을 하다 (3 atoms, 0 occurrences)
승인을 하다 (3 atoms, 0 occurrences)
시간에 쫓기다 (2 atoms, 0 occurrences)
머리를 묶다 (2 atoms, 0 occurrences)
에이 무슨 (2 atoms, 0 occurrences)
간이 작다 (2 atoms, 0 occurrences)
메시지를 받다 (3 atoms, 0 occurrences)
희망을 버리다 (2 atoms, 0 occurrences)
쉬든 안 쉬든 (3 atoms, 0 occurrences)
아침이든 저녁이든 (2 atoms, 0 occurrences)
경우에 따라서 (2 atoms, 0 occurrences)
약속하든 안 하든 (3 atoms, 0 occurrences)
어 놓다 (2 atoms, 0 occurrences)
그 어디든 (2 atoms, 0 occurrences)
변상을 하다 (3 atoms, 0 occurrences)
글씨를 쓰다 (2 atoms, 0 occurrences)
얼마 안 가서 (3 atoms, 0 occurrences)
병이 낫다 (2 atoms, 0 occurrences)
신뢰를 쌓다 (3 atoms, 0 occurrences)
할 말 있다 (3 atoms, 0 occurrences)
규칙을 위반하다 (2 atoms, 0 occurrences)
입에 안 맞다 (3 atoms, 0 occurrences)
또 하나의 (3 atoms, 0 occurrences)
꿈을 포기하다 (2 atoms, 0 occurrences)
마음을 정하다 (2 atoms, 0 occurrences)
눈치를 못 채다 (3 atoms, 0 occurrences)
코를 골다 (2 atoms, 0 occurrences)
넋이 나가다 (2 atoms, 0 occurrences)
조용히 하다 (2 atoms, 0 occurrences)
기로 약속하다 (2 atoms, 0 occurrences)
을 줄 알다 (3 atoms, 0 occurrences)
춤을 배우다 (2 atoms, 0 occurrences)
기차역에 가다 (2 atoms, 0 occurrences)
ㄴ 적이 없다 (3 atoms, 0 occurrences)
복을 빌다 (2 atoms, 0 occurrences)
사진을 찍다 (2 atoms, 0 occurrences)
채널을 바꾸다 (2 atoms, 0 occurrences)
돈이 되다 (2 atoms, 0 occurrences)
눕든 앉든 (2 atoms, 0 occurrences)
위험을 감수하다 (2 atoms, 0 occurrences)
