# Supertokens for Korean (4299 total, sorted by frequency)

더 작게 (2 atoms, 1 occurrences)
자신이 싫어 (2 atoms, 1 occurrences)
어떻게 그래 (2 atoms, 1 occurrences)
그런 녀석 (2 atoms, 1 occurrences)
내 거 (2 atoms, 1 occurrences)
정신이 없다 (2 atoms, 1 occurrences)
이런 세상에 (2 atoms, 1 occurrences)
별로 못 (2 atoms, 1 occurrences)
아무 것도 없다 (3 atoms, 1 occurrences)
이런 일 (2 atoms, 1 occurrences)
상황에 따라 (2 atoms, 1 occurrences)
무슨 수를 써서라도 (3 atoms, 1 occurrences)
그럴 때는 (2 atoms, 1 occurrences)
어느 게 (2 atoms, 1 occurrences)
같은 말 (2 atoms, 1 occurrences)
내 자신이 (2 atoms, 1 occurrences)
네가 뭘 (2 atoms, 1 occurrences)
은 뭐 (2 atoms, 1 occurrences)
왜 굳이 (2 atoms, 1 occurrences)
무슨 수로 (2 atoms, 1 occurrences)
원하는 거야 (2 atoms, 1 occurrences)
좀 크게 (2 atoms, 1 occurrences)
은 이상 (2 atoms, 1 occurrences)
얼마 안 돼서 (3 atoms, 1 occurrences)
아무도 없다 (2 atoms, 1 occurrences)
처음에 (2 atoms, 1 occurrences)
조금 전 (2 atoms, 1 occurrences)
된 것 (2 atoms, 1 occurrences)
수 있을 것 (3 atoms, 1 occurrences)
이럴 때 (2 atoms, 1 occurrences)
뭘 할 수 (3 atoms, 1 occurrences)
똑같은 거 (2 atoms, 1 occurrences)
몇 층에 (2 atoms, 1 occurrences)
몇 호에 (2 atoms, 1 occurrences)
이 이상 (2 atoms, 1 occurrences)
큰 일 (2 atoms, 1 occurrences)
무슨 일이 있어도 (3 atoms, 1 occurrences)
어느 쪽으로 (2 atoms, 1 occurrences)
된 거예요 (2 atoms, 1 occurrences)
그리고 나서 (2 atoms, 1 occurrences)
어서 빨리 (2 atoms, 1 occurrences)
다시 보고 (2 atoms, 1 occurrences)
안 한 (2 atoms, 1 occurrences)
있는 거 (2 atoms, 1 occurrences)
을 위해 (2 atoms, 1 occurrences)
그 누구 (2 atoms, 1 occurrences)
몇 달 (2 atoms, 1 occurrences)
어디로 (2 atoms, 1 occurrences)
몇 층 (2 atoms, 1 occurrences)
그래 그래 (2 atoms, 1 occurrences)
그런 얘기 (2 atoms, 1 occurrences)
잠시 동안 (2 atoms, 1 occurrences)
말도 안 (3 atoms, 1 occurrences)
몇 일 (2 atoms, 1 occurrences)
그 후에 (3 atoms, 1 occurrences)
다 함께 (2 atoms, 1 occurrences)
말 듣고 (2 atoms, 1 occurrences)
같은 것 (2 atoms, 1 occurrences)
여러 가지 (2 atoms, 1 occurrences)
문제가 있다 (2 atoms, 1 occurrences)
어디 있는 (2 atoms, 1 occurrences)
이럴 수 (2 atoms, 1 occurrences)
어떤 일이 (2 atoms, 1 occurrences)
그것도 (2 atoms, 1 occurrences)
왜 그런지 (2 atoms, 1 occurrences)
돼, 안 돼, 안 돼 (7 atoms, 1 occurrences)
아무리 그래도 (2 atoms, 1 occurrences)
바로 지금 (2 atoms, 1 occurrences)
더 이상은 (3 atoms, 1 occurrences)
좀 빨리 (2 atoms, 1 occurrences)
어느 날 (2 atoms, 1 occurrences)
하고 있다 (2 atoms, 1 occurrences)
라디오를 듣다 (2 atoms, 1 occurrences)
그렇게 못 (2 atoms, 1 occurrences)
저런 게 (2 atoms, 1 occurrences)
그런 사람 (2 atoms, 1 occurrences)
기회가 있을 때 (3 atoms, 1 occurrences)
그것까지 (2 atoms, 1 occurrences)
같은 소리 (2 atoms, 1 occurrences)
어떻게 해서 (2 atoms, 1 occurrences)
어떤 식으로 (2 atoms, 1 occurrences)
그 전에 (2 atoms, 1 occurrences)
경우에 따라 (2 atoms, 1 occurrences)
귀에 익다 (2 atoms, 1 occurrences)
별로 안 (2 atoms, 1 occurrences)
그 외에 (2 atoms, 1 occurrences)
안 돼, 안 (4 atoms, 1 occurrences)
어느 쪽을 (2 atoms, 1 occurrences)
가는 거예요 (2 atoms, 1 occurrences)
교환학생으로 가다 (2 atoms, 0 occurrences)
아서는 (2 atoms, 0 occurrences)
예의를 지키다 (2 atoms, 0 occurrences)
즐겁든 지루하든 (2 atoms, 0 occurrences)
바람이 나다 (2 atoms, 0 occurrences)
선을보다 (3 atoms, 0 occurrences)
걱정을 끼치다 (2 atoms, 0 occurrences)
웃음을 참다 (2 atoms, 0 occurrences)
보험료를 내다 (2 atoms, 0 occurrences)
저보다는 (3 atoms, 0 occurrences)
죄를 짓다 (2 atoms, 0 occurrences)
가게를 차리다 (2 atoms, 0 occurrences)
해외에서 살다 (2 atoms, 0 occurrences)
미술관에 가다 (2 atoms, 0 occurrences)
공을 세우다 (2 atoms, 0 occurrences)
어느 곳에 (3 atoms, 0 occurrences)
과거든 현재든 (2 atoms, 0 occurrences)
용기를 잃다 (2 atoms, 0 occurrences)
돈을 출금하다 (2 atoms, 0 occurrences)
말빨이 좋다 (3 atoms, 0 occurrences)
반대 의견을 내다 (3 atoms, 0 occurrences)
을 텐데 (2 atoms, 0 occurrences)
신문을 읽다 (2 atoms, 0 occurrences)
그림을보다 (3 atoms, 0 occurrences)
명성을 얻다 (2 atoms, 0 occurrences)
고 나서 (2 atoms, 0 occurrences)
움직이든 안 움직이든 (3 atoms, 0 occurrences)
돈을 모으다 (2 atoms, 0 occurrences)
간이 콩알만 해지다 (3 atoms, 0 occurrences)
는 바람에 (2 atoms, 0 occurrences)
훨씬 작게 (2 atoms, 0 occurrences)
은 중이 다 (5 atoms, 0 occurrences)
꽉 잡다 (2 atoms, 0 occurrences)
산도 (2 atoms, 0 occurrences)
찬성을 하다 (2 atoms, 0 occurrences)
야망을 품다 (3 atoms, 0 occurrences)
모자를 쓰다 (2 atoms, 0 occurrences)
v-지 않다 (4 atoms, 0 occurrences)
수도세를 내다 (3 atoms, 0 occurrences)
어학연수를 가다 (3 atoms, 0 occurrences)
기운이 빠지다 (2 atoms, 0 occurrences)
건강하든 아프든 (2 atoms, 0 occurrences)
그저께 같은 (2 atoms, 0 occurrences)
기를 못 펴다 (4 atoms, 0 occurrences)
의무가 있다 (2 atoms, 0 occurrences)
입국을 하다 (3 atoms, 0 occurrences)
인센티브를 받다 (2 atoms, 0 occurrences)
그냥 그렇지 (2 atoms, 0 occurrences)
고발을 당하다 (2 atoms, 0 occurrences)
젓가락을 놓다 (2 atoms, 0 occurrences)
조금 전에 (2 atoms, 0 occurrences)
철야를 하다 (2 atoms, 0 occurrences)
신고를 받다 (2 atoms, 0 occurrences)
를 거쳐 (2 atoms, 0 occurrences)
볼을 꼬집다 (2 atoms, 0 occurrences)
지 말다 (2 atoms, 0 occurrences)
말귀를 못 알아듣다 (3 atoms, 0 occurrences)
술에 취하다 (2 atoms, 0 occurrences)
아무것도 못 (2 atoms, 0 occurrences)
귀국을 하다 (2 atoms, 0 occurrences)
기운이 나다 (2 atoms, 0 occurrences)
코를 풀다 (2 atoms, 0 occurrences)
나이를 먹다 (2 atoms, 0 occurrences)
두 마디로 말하면 (3 atoms, 0 occurrences)
토론을 벌이다 (3 atoms, 0 occurrences)
애를보다 (3 atoms, 0 occurrences)
성공하든 실패하든 (2 atoms, 0 occurrences)
임금을 인상하다 (2 atoms, 0 occurrences)
물건을 던지다 (2 atoms, 0 occurrences)
복을 받다 (2 atoms, 0 occurrences)
은 체하다 (2 atoms, 0 occurrences)
위로를 하다 (2 atoms, 0 occurrences)
몇 일이나 (2 atoms, 0 occurrences)
가슴이 트이다 (2 atoms, 0 occurrences)
보험금을 타다 (3 atoms, 0 occurrences)
그거 알다 (2 atoms, 0 occurrences)
학교를 가다 (3 atoms, 0 occurrences)
ㄹ까하고 (3 atoms, 0 occurrences)
성과를 내다 (2 atoms, 0 occurrences)
본래부터 (2 atoms, 0 occurrences)
의지가 강하다 (2 atoms, 0 occurrences)
이를 갈다 (2 atoms, 0 occurrences)
는지는 (2 atoms, 0 occurrences)
글을 쓰다 (2 atoms, 0 occurrences)
은 탓에 (2 atoms, 0 occurrences)
칭찬을 하다 (2 atoms, 0 occurrences)
을까 봐서 (2 atoms, 0 occurrences)
기준을 넘다 (2 atoms, 0 occurrences)
기차를 타다 (2 atoms, 0 occurrences)
아야 하다 (2 atoms, 0 occurrences)
고통을 주다 (2 atoms, 0 occurrences)
생각이 안 나다 (3 atoms, 0 occurrences)
월급이 오르다 (2 atoms, 0 occurrences)
얼마 정도 (2 atoms, 0 occurrences)
위험을 무릅쓰다 (2 atoms, 0 occurrences)
어떻게 하든 (2 atoms, 0 occurrences)
관계가 끊어지다 (2 atoms, 0 occurrences)
물건을 잃어버리다 (2 atoms, 0 occurrences)
달리기를 하다 (3 atoms, 0 occurrences)
의심을 사다 (2 atoms, 0 occurrences)
ㄴ 척하다 (2 atoms, 0 occurrences)
는 모양이다 (2 atoms, 0 occurrences)
에 있어서 (2 atoms, 0 occurrences)
욕을 하다 (2 atoms, 0 occurrences)
뼈가 붙다 (2 atoms, 0 occurrences)
기가 차다 (3 atoms, 0 occurrences)
교통사고를 내다 (3 atoms, 0 occurrences)
물건을 담다 (2 atoms, 0 occurrences)
동의를 구하다 (2 atoms, 0 occurrences)
고개를 끄덕이다 (3 atoms, 0 occurrences)
양말을 신다 (2 atoms, 0 occurrences)
임신을 하다 (3 atoms, 0 occurrences)
거의 전부 (2 atoms, 0 occurrences)
그만 좀 하다 (3 atoms, 0 occurrences)
약간 크게 (2 atoms, 0 occurrences)
젊든 늙든 (2 atoms, 0 occurrences)
장갑을 벗다 (2 atoms, 0 occurrences)
잠시 후 (2 atoms, 0 occurrences)
그런 방법 (2 atoms, 0 occurrences)
그런 감정 (2 atoms, 0 occurrences)
저보다 (2 atoms, 0 occurrences)
그런 식 (2 atoms, 0 occurrences)
한 마디로 (2 atoms, 0 occurrences)
어느 곳이든 (2 atoms, 0 occurrences)
국을 끓이다 (2 atoms, 0 occurrences)
답을 틀리다 (2 atoms, 0 occurrences)
얼굴을 못 들다 (3 atoms, 0 occurrences)
는 대신에 (2 atoms, 0 occurrences)
이웃이든 먼 사람이든 (3 atoms, 0 occurrences)
어느 때든지 (2 atoms, 0 occurrences)
기회를 놓치다 (2 atoms, 0 occurrences)
얼마나 가끔 (2 atoms, 0 occurrences)
허리가 아프다 (2 atoms, 0 occurrences)
울음을 참다 (2 atoms, 0 occurrences)
자퇴를 하다 (2 atoms, 0 occurrences)
곳곳에서 (2 atoms, 0 occurrences)
다시 말해 (2 atoms, 0 occurrences)
약간 천천히 (2 atoms, 0 occurrences)
시간이 있을 때 (3 atoms, 0 occurrences)
과 관련하여 (2 atoms, 0 occurrences)
통화를 하다 (2 atoms, 0 occurrences)
상처가 나다 (2 atoms, 0 occurrences)
시기를 하다 (3 atoms, 0 occurrences)
예감이 들다 (2 atoms, 0 occurrences)
말발이 안 서다 (3 atoms, 0 occurrences)
그런 분을 (2 atoms, 0 occurrences)
메시지를 보내다 (3 atoms, 0 occurrences)
잠이 오다 (2 atoms, 0 occurrences)
맞든 틀리든 (2 atoms, 0 occurrences)
작별 인사를 하다 (4 atoms, 0 occurrences)
눈에 선하다 (2 atoms, 0 occurrences)
영향을 받다 (2 atoms, 0 occurrences)
쉴 새 없이 (3 atoms, 0 occurrences)
더 깊이 (2 atoms, 0 occurrences)
기지개를 켜다 (3 atoms, 0 occurrences)
졸음을 참다 (2 atoms, 0 occurrences)
동료든 상사든 (2 atoms, 0 occurrences)
휴대폰을 켜다 (2 atoms, 0 occurrences)
여기저기에 (2 atoms, 0 occurrences)
눈 깜짝할 사이에 (4 atoms, 0 occurrences)
승진이 되다 (2 atoms, 0 occurrences)
속아 넘어가다 (2 atoms, 0 occurrences)
발목이 잡히다 (2 atoms, 0 occurrences)
메뉴를보다 (3 atoms, 0 occurrences)
화를 삭이다 (2 atoms, 0 occurrences)
사업을 축소하다 (2 atoms, 0 occurrences)
비슷한 거 (2 atoms, 0 occurrences)
수도 있다 (2 atoms, 0 occurrences)
사과를 하다 (2 atoms, 0 occurrences)
한쪽에서는 (3 atoms, 0 occurrences)
얼마 동안 (2 atoms, 0 occurrences)
에도 불구하고 (2 atoms, 0 occurrences)
계속 가다 (2 atoms, 0 occurrences)
기회가 되면 (2 atoms, 0 occurrences)
온갖 것 (2 atoms, 0 occurrences)
사진을 인화하다 (2 atoms, 0 occurrences)
는 편이다 (2 atoms, 0 occurrences)
똑같은 건 (2 atoms, 0 occurrences)
어느 만큼이나 (2 atoms, 0 occurrences)
시험에 합격하다 (2 atoms, 0 occurrences)
메뉴를 고르다 (3 atoms, 0 occurrences)
그거 말고 (2 atoms, 0 occurrences)
죽다 줄 알다 (3 atoms, 0 occurrences)
어떻게 해서든 (2 atoms, 0 occurrences)
정신 연령이 높다 (3 atoms, 0 occurrences)
의견이 다르다 (2 atoms, 0 occurrences)
못 알아듣다 (2 atoms, 0 occurrences)
포옹을 하다 (2 atoms, 0 occurrences)
전학을 가다 (2 atoms, 0 occurrences)
뒤를 돌아보다 (2 atoms, 0 occurrences)
는 대신 (2 atoms, 0 occurrences)
알든 모르든 (2 atoms, 0 occurrences)
손을 털다 (2 atoms, 0 occurrences)
책을 펴다 (2 atoms, 0 occurrences)
자전거를 타다 (2 atoms, 0 occurrences)
연극을보다 (3 atoms, 0 occurrences)
어떤 방식 (2 atoms, 0 occurrences)
연봉 협상을 하다 (4 atoms, 0 occurrences)
어느 거 (2 atoms, 0 occurrences)
할인을 받다 (2 atoms, 0 occurrences)
숨이 막히다 (2 atoms, 0 occurrences)
무릎이 아프다 (2 atoms, 0 occurrences)
휴대폰을 끄다 (2 atoms, 0 occurrences)
쉽든 어렵든 (2 atoms, 0 occurrences)
기는 한데 (2 atoms, 0 occurrences)
저기 있잖아 (2 atoms, 0 occurrences)
뒤를 이어 (2 atoms, 0 occurrences)
약속을 하다 (2 atoms, 0 occurrences)
이혼을 하다 (2 atoms, 0 occurrences)
가격을 깎다 (2 atoms, 0 occurrences)
달이 뜨다 (2 atoms, 0 occurrences)
아 주다 (2 atoms, 0 occurrences)
감기에 걸리다 (3 atoms, 0 occurrences)
권리를 행사하다 (2 atoms, 0 occurrences)
부모든 자식이든 (2 atoms, 0 occurrences)
할 말이 있다 (3 atoms, 0 occurrences)
입이 까다롭다 (2 atoms, 0 occurrences)
아무나 (3 atoms, 0 occurrences)
명예퇴직을 하다 (2 atoms, 0 occurrences)
지 말라고 하다 (3 atoms, 0 occurrences)
한쪽으로는 (3 atoms, 0 occurrences)
어떻게 보면 (2 atoms, 0 occurrences)
여유가 있을 때 (3 atoms, 0 occurrences)
놀이를 하다 (2 atoms, 0 occurrences)
선택의 여지가 없다 (3 atoms, 0 occurrences)
성질을 부리다 (2 atoms, 0 occurrences)
면허를 취득하다 (2 atoms, 0 occurrences)
일이 있었는지 (2 atoms, 0 occurrences)
파산 신청을 하다 (3 atoms, 0 occurrences)
열이 나다 (2 atoms, 0 occurrences)
입을 다물다 (2 atoms, 0 occurrences)
어디로 든 (4 atoms, 0 occurrences)
저런 거 (2 atoms, 0 occurrences)
이 자리에서 (3 atoms, 0 occurrences)
머리를 풀다 (2 atoms, 0 occurrences)
어 두다 (2 atoms, 0 occurrences)
대답하든 안 하든 (3 atoms, 0 occurrences)
책임을 지다 (2 atoms, 0 occurrences)
그러니까 말이야 (2 atoms, 0 occurrences)
남자든 여자든 (2 atoms, 0 occurrences)
-고 있다 (2 atoms, 0 occurrences)
말이 나오다 (2 atoms, 0 occurrences)
인기가 있다 (3 atoms, 0 occurrences)
돈을 벌다 (2 atoms, 0 occurrences)
장가를 가다 (2 atoms, 0 occurrences)
반대로 말하면 (2 atoms, 0 occurrences)
말해 주다 (2 atoms, 0 occurrences)
해결책을 찾다 (2 atoms, 0 occurrences)
집을 구하다 (2 atoms, 0 occurrences)
이해가 되다 (2 atoms, 0 occurrences)
약간 나쁘게 (2 atoms, 0 occurrences)
면접을보다 (3 atoms, 0 occurrences)
해외로 나가다 (2 atoms, 0 occurrences)
곳곳에 (2 atoms, 0 occurrences)
품에 안다 (2 atoms, 0 occurrences)
기숙사를 나오다 (2 atoms, 0 occurrences)
사귀든 안 사귀든 (3 atoms, 0 occurrences)
전혀 못 (2 atoms, 0 occurrences)
어떻게 해서든지 (2 atoms, 0 occurrences)
몇 가지나 (2 atoms, 0 occurrences)
발목을 접질리다 (2 atoms, 0 occurrences)
벌금을 물다 (2 atoms, 0 occurrences)
등을 대다 (3 atoms, 0 occurrences)
보상을 받다 (2 atoms, 0 occurrences)
버스 정류장에서 기다리다 (3 atoms, 0 occurrences)
숨을 돌리다 (2 atoms, 0 occurrences)
그렇다면 뭐 (2 atoms, 0 occurrences)
막 전에 (2 atoms, 0 occurrences)
도시로 가다 (2 atoms, 0 occurrences)
한계를 넘다 (2 atoms, 0 occurrences)
계약을 맺다 (3 atoms, 0 occurrences)
숨을 쉬다 (2 atoms, 0 occurrences)
거스름돈을 받다 (2 atoms, 0 occurrences)
이것까지 (2 atoms, 0 occurrences)
입이 떨어지다 (2 atoms, 0 occurrences)
좀 할 (2 atoms, 0 occurrences)
저런 건 (2 atoms, 0 occurrences)
스케이트를 타다 (2 atoms, 0 occurrences)
아무리 어도 (2 atoms, 0 occurrences)
서울이든 부산이든 (2 atoms, 0 occurrences)
아버지든 어머니든 (2 atoms, 0 occurrences)
다른 기분 (2 atoms, 0 occurrences)
그렇지 않다 (2 atoms, 0 occurrences)
기차표를 사다 (2 atoms, 0 occurrences)
호텔에 묵다 (2 atoms, 0 occurrences)
장애물을 넘다 (2 atoms, 0 occurrences)
자취를 하다 (2 atoms, 0 occurrences)
택시를 타다 (2 atoms, 0 occurrences)
혼을 내다 (2 atoms, 0 occurrences)
결정을 하다 (2 atoms, 0 occurrences)
기가 살다 (3 atoms, 0 occurrences)
눈을 뜨다 (2 atoms, 0 occurrences)
생각을 못하다 (2 atoms, 0 occurrences)
은 것 같다 (3 atoms, 0 occurrences)
여기저기 서 (3 atoms, 0 occurrences)
이럴 때는 (2 atoms, 0 occurrences)
학교를 졸업하다 (2 atoms, 0 occurrences)
간략하게 말하면 (2 atoms, 0 occurrences)
기만 하다 (2 atoms, 0 occurrences)
약을 바르다 (3 atoms, 0 occurrences)
속임수를 쓰다 (3 atoms, 0 occurrences)
다른 상황 (2 atoms, 0 occurrences)
주식을 사다 (2 atoms, 0 occurrences)
복학을 하다 (2 atoms, 0 occurrences)
유학을 가다 (2 atoms, 0 occurrences)
후딱 후딱 (3 atoms, 0 occurrences)
과 함께 (2 atoms, 0 occurrences)
버릇이 되다 (2 atoms, 0 occurrences)
세부적으로 보면 (2 atoms, 0 occurrences)
어떤 경우에는 (2 atoms, 0 occurrences)
날이 갈수록 (2 atoms, 0 occurrences)
다른 이야기 (2 atoms, 0 occurrences)
말이 없다 (2 atoms, 0 occurrences)
사고를 치다 (2 atoms, 0 occurrences)
같은 분 (2 atoms, 0 occurrences)
한 발 더 (3 atoms, 0 occurrences)
말발이 서다 (2 atoms, 0 occurrences)
믿든 말든 (2 atoms, 0 occurrences)
직원을 해고하다 (2 atoms, 0 occurrences)
그래 갖고 (2 atoms, 0 occurrences)
물건을 집다 (2 atoms, 0 occurrences)
눈을 돌리다 (2 atoms, 0 occurrences)
마음이 변하다 (2 atoms, 0 occurrences)
약간 적게 (2 atoms, 0 occurrences)
체크인을 하다 (3 atoms, 0 occurrences)
이력서를 내다 (2 atoms, 0 occurrences)
를 위해 (2 atoms, 0 occurrences)
마음이 맞다 (2 atoms, 0 occurrences)
화를 풀다 (2 atoms, 0 occurrences)
는 길에 (2 atoms, 0 occurrences)
음악을 듣다 (2 atoms, 0 occurrences)
그 무엇이든 (2 atoms, 0 occurrences)
소리를 줄이다 (2 atoms, 0 occurrences)
저런 방법 (2 atoms, 0 occurrences)
이런 방법으로 (2 atoms, 0 occurrences)
저런 식 (2 atoms, 0 occurrences)
물건을 맡기다 (2 atoms, 0 occurrences)
차를 빼다 (2 atoms, 0 occurrences)
흥미롭든 시시하든 (2 atoms, 0 occurrences)
그래 보이다 (2 atoms, 0 occurrences)
택시를 부르다 (2 atoms, 0 occurrences)
때를 기다리다 (2 atoms, 0 occurrences)
그런 마음 (2 atoms, 0 occurrences)
꼴찌를 하다 (2 atoms, 0 occurrences)
돈을 빌려주다 (2 atoms, 0 occurrences)
같든 다르든 (2 atoms, 0 occurrences)
을 정도로 (3 atoms, 0 occurrences)
의존심이 강하다 (2 atoms, 0 occurrences)
욕심이 많다 (2 atoms, 0 occurrences)
팔자가 좋다 (2 atoms, 0 occurrences)
재미있든 재미없든 (2 atoms, 0 occurrences)
ㄴ 대로 (2 atoms, 0 occurrences)
으로 말미암아 (2 atoms, 0 occurrences)
다툼이 일어나다 (2 atoms, 0 occurrences)
을 뿐만 아니라 (3 atoms, 0 occurrences)
몸무게가 줄다 (2 atoms, 0 occurrences)
싸움을 걸다 (3 atoms, 0 occurrences)
얼마나 짧게 (2 atoms, 0 occurrences)
듣든 안 듣든 (3 atoms, 0 occurrences)
물이 빠지다 (3 atoms, 0 occurrences)
여자를 잡다 (2 atoms, 0 occurrences)
기숙사에 살다 (3 atoms, 0 occurrences)
집을 나오다 (2 atoms, 0 occurrences)
천둥이 치다 (2 atoms, 0 occurrences)
공부하든 안 하든 (3 atoms, 0 occurrences)
기억을 하다 (2 atoms, 0 occurrences)
박물관에 가다 (2 atoms, 0 occurrences)
자리를 잡다 (2 atoms, 0 occurrences)
얼굴이 두껍다 (2 atoms, 0 occurrences)
나중에는 (3 atoms, 0 occurrences)
몸을 바치다 (2 atoms, 0 occurrences)
목을 축이다 (2 atoms, 0 occurrences)
뒤가 켕기다 (2 atoms, 0 occurrences)
밖으로 나가다 (2 atoms, 0 occurrences)
이해를 하다 (2 atoms, 0 occurrences)
분을 삭이다 (3 atoms, 0 occurrences)
발을 뻗다 (2 atoms, 0 occurrences)
높든 낮든 (2 atoms, 0 occurrences)
이력서를 쓰다 (2 atoms, 0 occurrences)
길을 내다 (2 atoms, 0 occurrences)
법을 만들다 (2 atoms, 0 occurrences)
앞이 캄캄하다 (2 atoms, 0 occurrences)
이 이상은 (3 atoms, 0 occurrences)
영화를 찍다 (2 atoms, 0 occurrences)
결혼 준비를 하다 (3 atoms, 0 occurrences)
어느 것 (2 atoms, 0 occurrences)
오 이런 (2 atoms, 0 occurrences)
가슴을 쓸어내리다 (2 atoms, 0 occurrences)
밥을 푸다 (2 atoms, 0 occurrences)
위기를 넘기다 (2 atoms, 0 occurrences)
되다 + (으) ㄹ 수도 있다 (10 atoms, 0 occurrences)
시작이든 끝이든 (2 atoms, 0 occurrences)
마음이 안 맞다 (3 atoms, 0 occurrences)
약이 안 듣다 (3 atoms, 0 occurrences)
시험에 불합격하다 (2 atoms, 0 occurrences)
목이 잠기다 (2 atoms, 0 occurrences)
노래방에 가다 (2 atoms, 0 occurrences)
목이 마르다 (2 atoms, 0 occurrences)
길이 트이다 (2 atoms, 0 occurrences)
어떻게 그렇다 (2 atoms, 0 occurrences)
문자를 보내다 (3 atoms, 0 occurrences)
지 그랬어 (2 atoms, 0 occurrences)
강하든 약하든 (2 atoms, 0 occurrences)
은 커녕 (2 atoms, 0 occurrences)
다른 한편으로는 (4 atoms, 0 occurrences)
한 마디로 말하면 (3 atoms, 0 occurrences)
일부는 (2 atoms, 0 occurrences)
수업을 듣다 (2 atoms, 0 occurrences)
피로를 풀다 (2 atoms, 0 occurrences)
무슨 말이 그렇다 (3 atoms, 0 occurrences)
예쁘든 안 예쁘든 (3 atoms, 0 occurrences)
규정을 따르다 (2 atoms, 0 occurrences)
내일 같은 (2 atoms, 0 occurrences)
입에 오르다 (2 atoms, 0 occurrences)
이렇든 저렇든 (2 atoms, 0 occurrences)
저런 것 (2 atoms, 0 occurrences)
같은 상황 (2 atoms, 0 occurrences)
기회를 엿보다 (2 atoms, 0 occurrences)
돼, 안 돼 (4 atoms, 0 occurrences)
같은 이야기 (2 atoms, 0 occurrences)
재판을 받다 (2 atoms, 0 occurrences)
책을 빌리다 (2 atoms, 0 occurrences)
투자를 받다 (2 atoms, 0 occurrences)
발을 디디다 (2 atoms, 0 occurrences)
인연이 되다 (2 atoms, 0 occurrences)
편지를 받다 (3 atoms, 0 occurrences)
그렇게 하다 (2 atoms, 0 occurrences)
말할 것도 없다 (3 atoms, 0 occurrences)
보든 안 보든 (3 atoms, 0 occurrences)
취업을 하다 (2 atoms, 0 occurrences)
운동을 시작하다 (3 atoms, 0 occurrences)
입에 담다 (2 atoms, 0 occurrences)
무슨 방법으로 (2 atoms, 0 occurrences)
시도해보다 (3 atoms, 0 occurrences)
말귀를 알아듣다 (2 atoms, 0 occurrences)
복이 없다 (2 atoms, 0 occurrences)
문이 열리다 (2 atoms, 0 occurrences)
조용히 있다 (2 atoms, 0 occurrences)
몇 호 (2 atoms, 0 occurrences)
지금 말이야 (2 atoms, 0 occurrences)
머리를 싸매다 (2 atoms, 0 occurrences)
말썽을 부리다 (2 atoms, 0 occurrences)
똑바로 못 (2 atoms, 0 occurrences)
손을 들다 (2 atoms, 0 occurrences)
신발을 신다 (2 atoms, 0 occurrences)
눈이 높다 (2 atoms, 0 occurrences)
어떤 방법으로든 (2 atoms, 0 occurrences)
병이 들다 (2 atoms, 0 occurrences)
담배를 끊다 (2 atoms, 0 occurrences)
받든 안 받든 (3 atoms, 0 occurrences)
간단하게 말하면 (2 atoms, 0 occurrences)
손 들다 (2 atoms, 0 occurrences)
주든 안 주든 (3 atoms, 0 occurrences)
생명을 잃다 (2 atoms, 0 occurrences)
맞선을보다 (4 atoms, 0 occurrences)
도전을 하다 (2 atoms, 0 occurrences)
할 것 (2 atoms, 0 occurrences)
번 더 (2 atoms, 0 occurrences)
만을 (2 atoms, 0 occurrences)
약이 듣다 (2 atoms, 0 occurrences)
벼락치기를 하다 (3 atoms, 0 occurrences)
시도를 하다 (2 atoms, 0 occurrences)
눈물을 흘리다 (3 atoms, 0 occurrences)
정신을 놓다 (2 atoms, 0 occurrences)
불을 지르다 (2 atoms, 0 occurrences)
와 관련해 (2 atoms, 0 occurrences)
기로 하다 (2 atoms, 0 occurrences)
음식을 남기다 (2 atoms, 0 occurrences)
기사를 쓰다 (2 atoms, 0 occurrences)
담배를 줄이다 (2 atoms, 0 occurrences)
수염을 깎다 (2 atoms, 0 occurrences)
비슷한 걸 (2 atoms, 0 occurrences)
전화가 오다 (2 atoms, 0 occurrences)
거의 언제나 (2 atoms, 0 occurrences)
힘을 내다 (2 atoms, 0 occurrences)
입을 열다 (2 atoms, 0 occurrences)
차를 주차하다 (2 atoms, 0 occurrences)
특히 더 (2 atoms, 0 occurrences)
주문을 받다 (2 atoms, 0 occurrences)
아무 일 없다 (3 atoms, 0 occurrences)
이런 방식으로 (2 atoms, 0 occurrences)
기침이 나다 (2 atoms, 0 occurrences)
옆을보다 (3 atoms, 0 occurrences)
을지도 (2 atoms, 0 occurrences)
물건을 넘기다 (2 atoms, 0 occurrences)
교도소에서 나오다 (2 atoms, 0 occurrences)
운전면허를 갱신하다 (2 atoms, 0 occurrences)
ㄴ 체하다 (2 atoms, 0 occurrences)
는 덕분에 (2 atoms, 0 occurrences)
귀에 들어오다 (2 atoms, 0 occurrences)
이사를 오다 (3 atoms, 0 occurrences)
현장에서 바로 (3 atoms, 0 occurrences)
오든 안 오든 (3 atoms, 0 occurrences)
규정을 어기다 (2 atoms, 0 occurrences)
빙그레 웃다 (2 atoms, 0 occurrences)
보다 가끔 (2 atoms, 0 occurrences)
영향을 주다 (2 atoms, 0 occurrences)
마음에 두다 (2 atoms, 0 occurrences)
얼굴을 비추다 (2 atoms, 0 occurrences)
못 알아보다 (2 atoms, 0 occurrences)
집에 들어가다 (2 atoms, 0 occurrences)
환하게 웃다 (2 atoms, 0 occurrences)
